,Unnamed: 0,Date,Title,Summary,Url,Label
574,574,2019-02-11 23:50,상승 출발무역회담셧다운 모면 노력 주시,뉴욕증권거래소 뉴욕증권거래소 김정한 기자  일 뉴욕증시 대 지수가 상승으로 출발했다 투자자들은 이틀 간 일정으로 이날 베이징에서 시작된 미국과 중국의 차관급 무역회담을 관망 중이다 또다시 연립정부 셧다운가 일어나는 상황을 모면하기 위한 국회의원들의 타협 시도도 주시하고 있다로이터통신에 따르면 개장 직후 다우존스산업평균지수는  상승한 만을 기록 중이다 스탠다드앤푸어스지수는  오른 을 나타내고 있다 나스닥종합지수는  오른 을 가리키고 있다,https://finance.naver.com/news/news_read.nhn?article_id=0003827227&office_id=421&mode=mainnews&type=&date=2019-02-11&page=1,1.0
575,575,2019-02-11 16:54,증시 강세 덕에 간신히 살아난 코스피,전문가들은 당분간 미중 무역협상 셧다운 브렉시트 등의 진척 상황을 지켜보면서 신중하게 접근해야 한다고 조언했다일 코스피지수는 전거래일보다  오른 에 장을 마쳤다 서상영 키움증권 연구원은 중국 증시가 전기전자 업종을 중심으로 강세를 나타내자 코스피지수의 낙폭도 축소됐다고 했다코스피 업종별로 보면 전기가스와 운송장비 의약품 전기전자 종이목재 운수창고 등이 상승 흐름을 보였다,https://finance.naver.com/news/news_read.nhn?article_id=0000426555&office_id=366&mode=mainnews&type=&date=2019-02-11&page=1,1.0
576,576,2019-02-11 16:44,개인이 지킨 코스피중국발 훈풍에 선 회복,유플러스는 전일대비  하락한 반면  은  상승 마감했다이날 코스피 시장에서 개 종목이 상승하고 개 종목이 하락했다 코오롱티슈진은 대 셀트리온헬스케어와  이 대 올랐다지난 일 포항 인근 해역에서 지진이 발생하면서 건축물 기반 강화 공사 자문 등을 제공하는 이엑스티가 급상승 전일대비 에 마감했다,https://finance.naver.com/news/news_read.nhn?article_id=0004172275&office_id=008&mode=mainnews&type=&date=2019-02-11&page=1,1.0
577,577,2019-02-11 16:43,지금은 가치투자 할 때,지난달 코스피 지수가 급격하게 상승하자 밸류에이션 부담에 차익 실현 매물이 집중 지수도 주춤하고 있는 것으로 분석된다하지만 전문가들은 그간 급상승에 따른 피로도가 시장의 속도 조절을 야기할 순 있지만 방향성 전환을 초래하진 않을 것이란 판단이다서정훈 삼성증권 연구원은 미중 정상간 회담 불발 등 일말의 소음이 남아있지만 여전히 의 합의 가능성과 의 태세전환이 월에도 안도 랠리의 자양분 역할을 담당할 가능성이 높다고 분석했다여기에 스티븐 므누신 미국 재무장관이 이끄는 미중 무역 분쟁 관련 고위급 협상단이 베이징 방문을 예고한 만큼 다음 달 일 협상 시한 이전 가시적인 성과가 나타날 것이란 기대감이 커지고 있다하지만 투자 전략에는 변화가 필요하다는 조언이다,https://finance.naver.com/news/news_read.nhn?article_id=0004172272&office_id=008&mode=mainnews&type=&date=2019-02-11&page=1,0.0
578,578,2019-02-11 16:35,위안화 따라소폭 하락한 원화 가치,일 서울외환시장에서 원달러 환율 변동 추이 지료마켓포인트종합 경제정보 미디어 이데일리  무단전재  재배포 금지,https://finance.naver.com/news/news_read.nhn?article_id=0004308377&office_id=018&mode=mainnews&type=&date=2019-02-11&page=1,1.0
579,579,2019-02-11 16:28,춘제 효과 본 증시 랠리,아시아 주요 증시가 일 상승세를 보였다 일주일간 춘제 연휴를 마친 중국 증시가 춘제 효과로 랠리를 펼쳤다중국 상하이종합지수는 전장대비  상승한 에 장을 마쳤다,https://finance.naver.com/news/news_read.nhn?article_id=0004172245&office_id=008&mode=mainnews&type=&date=2019-02-11&page=1,1.0
580,580,2019-02-11 11:07,춘제효과 늘 훈풍이었는데 올해는 한풍,미중 무역갈등이 장기화되는 흐름 속에 예년과 달리 춘제효과도 제한적일 것이란 분석이 나온다코스피는 일 상승 출발 후 약세로 전환하는 등 상승하락을 반복하고 있다 오전 시분 현재 중국 상하이종합지수는 전 거래일 대비  오른 을 기록하고 있다증권가에선 올해 춘제효과가 제한적일 것이란 전망이 우세하다,https://finance.naver.com/news/news_read.nhn?article_id=0001497276&office_id=016&mode=mainnews&type=&date=2019-02-11&page=1,-1.0
581,581,2019-02-11 11:04,풀무원한진칼이 금융업 지주사 업종 분류 바뀐다,현행 업종분류 체계상  풀무원 한진칼 등 상장사 지주회사가 주력 산업과 동떨어진 금융업으로 분류돼 있다는 이유에서다일 한국거래소의 유가증권 상장 규정 시행세칙 개정안 제조에 따르면 지주회사의 경우 특성 산업부문 매출액이 연결재무제표 상  이상인 경우엔 해당 산업 업종으로 분류하도록 개정됐다,https://finance.naver.com/news/news_read.nhn?article_id=0001497272&office_id=016&mode=mainnews&type=&date=2019-02-11&page=1,0.0
582,582,2019-02-11 11:03,봇물 터진 대기업 회사채 발행 인수경쟁 불꽃,지난달 국내 기업들의 회사채 발행 규모가 조원을 웃돌며 사상 최대를 기록한 가운데 이달에도 조원 이상의 회사채가 쏟아질 것으로 전망된다 이밖에도 전자 디스플레이 현대건설 등이 이달 중 수요예측에 나선다우량 회사채 발행이 몰리면서 월 발행 규모는 조원에 달할 것으로 전망된다,https://finance.naver.com/news/news_read.nhn?article_id=0001497271&office_id=016&mode=mainnews&type=&date=2019-02-11&page=1,0.0
583,583,2019-02-11 10:49,비상장 벤처기업에만 차등의결권실효성 낮다,숙원이던 차등의결권 도입 자체는 긍정적으로 보지만 적용대상이 제한적이어서 실효성이 낮을 것이란 우려가 나온다일 증권업계에 따르면 더불어민주당 조정식 정책위의장은 전날 국회 기자간담회에서 차등의결권은 혁신기술 벤처기업의 성장을 돕는 사다리가 될 것이라며 비상장 벤처기업에 한해 도입 의사를 밝혔다이는 최운열 민주당 의원이 지난해 월 대표발의한 벤처기업육성에 관한 특별조치법 개정안과 동일한 내용으로 사실상 이 법안 통과를 중점 추진하겠다는 뜻으로 받아들여지고 있다,https://finance.naver.com/news/news_read.nhn?article_id=0001497250&office_id=016&mode=mainnews&type=&date=2019-02-11&page=1,0.0
584,584,2019-02-11 10:23,주주 질책에도짠물배당 기업들 늘리는 시늉만,지난해 주주총회에서 기관투자가들로부터 과소배당 지적을 받은 기업들이 최근 결산 배당액을 소폭 늘린 것으로 나타났다 하지만 배당성향은 여전히 시장 평균치에도 미치지 못하는 수준이다일 국내 유가증권시장 월 결산법인의 현금배당 계획을 분석한 결과 짠물배당 지적을 받았던 기업들이 하나 둘씩 배당규모를 확대한 것으로 나타났다전자는 지난해 주총에서 배당수준이 과소하다며 자산운용과 트러스톤자산운용으로부터 재무제표 승인안에 대해 반대표를 받았다,https://finance.naver.com/news/news_read.nhn?article_id=0001497211&office_id=016&mode=mainnews&type=&date=2019-02-11&page=1,-1.0
585,585,2019-02-11 10:15,코스닥 최대주주 변경 여전히 밥먹듯,프리텍 역시 최대주주인 에스티투자조합이 담보주식을 장내매도하면서 회사 주인이 변경됐다이외에도 씨엔플러스 버킷스튜디오 등이 지난해 차례나 최대주주가 바뀌었고 디에이테크놀로지 인터불스 유신 엔터메이트 등 차례 바뀐 기업도 종목에 달했다올들어서도 오리엔트바이오 라이트론 등 코스닥 상장사의 대주주 변경이 잇따르고 있다최대주주가 수차례 변경된 기업들은 대부분 시가총액 억원 미만의 중소형업체다,https://finance.naver.com/news/news_read.nhn?article_id=0001497202&office_id=016&mode=mainnews&type=&date=2019-02-11&page=1,-1.0
587,587,2019-02-11 8:59,미중 관계 어디로 가나위안화에 쏠리는 눈,도널드 트럼프 미국 대통령과 시진핑 중국 국가주석 사진종합 경제정보 미디어 이데일리  무단전재  재배포 금지,https://finance.naver.com/news/news_read.nhn?article_id=0004307756&office_id=018&mode=mainnews&type=&date=2019-02-11&page=1,0.0
589,589,2019-02-11 8:46,기간 조정 국면종목별 장세 전개 전망,글로벌 경기 둔화 우려가 해소되지 않은 환경을 고려하면 단기 급등에 따른 피로감이 부각될 가능성이 높은 시점이라는 분석이 우세하다국내 기업의 이익 하향 조정이 나타나고 있는 점도 추가 상승을 제한하는 요인이다 올해 우리 증시 반등을 주도한 반도체 업종의 이익 하향이 나타나고 있어 코스피지수가 재차 상승 탄력을 받기는 쉽지 않은 상황이다앞으로 북미 정상회담 미중 무역협상 등 주요 이벤트가 남아있다는 점에서 이를 확인하고자 하는 심리에 따른 관망세가 이어질 것이란 전망도 나온다,https://finance.naver.com/news/news_read.nhn?article_id=0004171807&office_id=008&mode=mainnews&type=&date=2019-02-11&page=1,1.0
590,590,2019-02-11 8:14,이번 주 미중 고위급 협상에 쏠리는 눈,월 초까지 예정된 추가적인 무역협상을 통해 관세분야에서는 일정 부분 합의가 있을 것으로 기대한다월 초까지 무역협상 기대는 유효하다 현재 기대가 더 강해지지 않는 한 글로벌 증시의 추가적인 상승동력이 되기는 어렵다 월 중 예정된 미중 정상회담이 상반기 글로벌 증시에 중요 변곡점이 될 전망이다 미중 정상회담에서 합의타결이 현실화된다면 상반기 글로벌 증시의 반등 국면은 연장될 것으로 보인다조호윤 기자,https://finance.naver.com/news/news_read.nhn?article_id=0004409516&office_id=277&mode=mainnews&type=&date=2019-02-11&page=1,0.0
591,591,2019-02-11 6:30,제약바이오주 쨍하고 해뜰날 올까,지난달 일 만원이었던 유한양행의 주가는 지난달 일 기준으로 만원대를 웃돌았다선민정 하나금융투자 애널리스트는 제약바이오 섹터 대형주인 셀트리온과 삼성바이오로직스는 여전히 분식회계와 관련한 부정적인 소식에 주가변동폭이 크다고 설명했다삼성바이오로직스 사옥 지난달 일 만원이었던 유한양행의 주가는 지난달 일 기준으로 만원대를 웃돌았다선민정 하나금융투자 애널리스트는 제약바이오 섹터 대형주인 셀트리온과 삼성바이오로직스는 여전히 분식회계와 관련한 부정적인 소식에 주가변동폭이 크다고 설명했다 성과 기대감 솔솔다만 금융투자업계 관계자들은 제약바이오 업체들의  성과에 주목하라고 조언한다,https://finance.naver.com/news/news_read.nhn?article_id=0000378348&office_id=417&mode=mainnews&type=&date=2019-02-11&page=1,1.0
592,592,2019-02-11 6:11,삼성 퀀텀닷 대형패널 투자 가능성 주목년만에 재도전,삼성디스플레이모호한 입장속  수익성 고민이르면 내년말  양산 전망 제기 배영경 기자  삼성이 올해 상반기 퀀텀닷유기발광다이오드 용 대형 패널 투자에 나서며 생산중단 년 만에 대형  패널에 재도전할 가능성이 제기되고 있다확정된 것이 없다는 공식 입장에도 삼성전자의  세트와 삼성디스플레이의 패널 수익성에 대한 고민이 결국  투자로 귀결되지 않겠냐는 관측에 힘이 실린다일 업계와 증권가에 따르면 삼성디스플레이가 오는 월께 투자심의위원회를 열어  투자를 결정하고 연내 장비를 반입해 년 말이나 년 초에는 제품 양산에 들어갈 것이라는 전망이 나오고 있다란 빛의 원색 가운데 파란색을 광원으로 쓰고 그 위에 적녹  컬러필터를 올리는 방식이다이는 디스플레이가 용 대형 패널에 적용하는 화이트 올레드 방식과 차이가 있다업계에선 발광층을 쌓아 만든 백색 에 원색 컬러필터를 탑재하는 보다 의 생산성 및 색 재현력이 우수한 것으로 평가한다실제 의   진영에 맞서   진영을 이끌고 있는 삼성이  투자에 나선다면 용 대형  패널에 재도전한다는 측면에서도 주목된다삼성디스플레이는 앞서 년 삼성전자의 인치  에 패널을 공급한 바 있지만 대량 양산을 앞두고 수율 확보 문제로 이듬해 생산을 중단한 바 있다삼성의  투자 가능성에 무게가 실리는 근거 중 하나는 삼성전자의  사업 수익성 문제다그동안 삼성전자는  사업 전략에 대해  와 마이크로  투트랙으로 가겠다는 입장을 누누이 밝혀왔다그러나 전문가들은 삼성전자의  사업 수익성이 경쟁사인 전자에 뒤처지며   투자에 돌입할 가능성도 커졌다고 봤다김현수 하나금융투자 연구원은 최근 보고서에서 삼성전자 영상디스플레이 사업부의 영업이익률은 전자가  를 본격 판매한 년부터 역전을 허용했다며 특히 작년 분기엔 양사 간 영업이익률 격차가 포인트 가까이 확대됐을 것이라고 추정했다김 연구원은 이어 전자 사례를 통해 프리미엄 시장에서   수요와 원재료 구조상의 수익성 극대화가 가능하다는 점을 확인한 이상 삼성전자도 년 출시를 목표로   투자에 들어갈 것이라고 내다봤다여기에 삼성디스플레이의 수익성 문제도 맞물린다스마트폰용 중소형  시장에선 절대 강자이지만 스마트폰 수요가 감소하고 중국 업체들의  양산으로 경쟁이 치열해진 리스크가 발생했다새로 출시되는 폴더블폰과 관련한 새로운 수요가 창출될 것이란 기대도 있지만 아직은 물량 추정이나 수율 개선을 기대하기는 어렵다유종우 한국투자증권 연구원은 올해 중소형  신규투자는 어렵고 대형 패널에서 투자기회를 찾을 것으로 보인다며 그것이 바로  파일럿 투자가 될 것이라고 예상했다지난 일에는 아예  생산 라인이 들어설 걸로 예상되는 충남 아산 디스플레이시티 공사현장을 탐방한 증권사 리포트도 등장했다최영산 유안타증권 연구원은 보고서에서 삼성엔지니어링과 삼성물산 건설사업부가 현장에 머물며 공사 상황을 체크했고월 말월부터 새로운 건설 기계가 들어와 공사가 재개될 것이란 관측이 있었다며 올해 내로 공사 재개 가능성이 상당히 높다고 판단했다일각에선 삼성의 모호한 입장도 이런 기대감에 한몫한다는 관측도 있다실제 삼성전자는 지난달 일 컨퍼런스콜에서 투자계획 질문에   기술을 포함해 다양한 기술의 가능성을 열고 검토하고 있다고 여지를 남겼고 삼성디스플레이도 이날 연합뉴스와의 통화에서 아직 구체적 투자 내용이나 일정 등이 정해진 것이 없다고 밝혔다다만 한 업계 관계자는 지난해 삼성디스플레이 등 디스플레이 대기업의 국내 투자가 많지 않았다며 이에 관련 장비재료부품 업체의 주가가 악영향을 받자 증권가가  투자 기대감을 부추기는 측면도 있어 보인다고 우려했다,https://finance.naver.com/news/news_read.nhn?article_id=0010625883&office_id=001&mode=mainnews&type=&date=2019-02-11&page=1,1.0
593,593,2019-02-11 6:05,한진칼이 금융업 지주회사 증시 업종분류 바뀐다,한국거래소 곽민서 기자   넥센 풀무원 한진칼 이노베이션 현대중공업지주 등은 국내 증시에서 금융업으로 분류된다,https://finance.naver.com/news/news_read.nhn?article_id=0010625879&office_id=001&mode=mainnews&type=&date=2019-02-11&page=1,0.0
594,594,2019-02-12 23:49,상승 출발차 셧다운 모면무역협상 낙관,뉴욕증권거래소뉴스 뉴욕증권거래소뉴스 김정한 기자  일 뉴욕증시 대 지수가 상승으로 출발했다 미국 의회의 여야 간에 차 연립정부 셧다운을 피하기 위한 잠정적 합의가 도출된 점과 미국과 중국이 진행 중인 무역회담에 긍정적인 전망을 나타낸 점이 호재로 작용하는 것으로 보인다로이터통신에 따르면 개장 직후 다우존스산업평균지수는  상승한 만을 기록 중이다 나스닥종합지수는  오른 를 가리키고 있다,https://finance.naver.com/news/news_read.nhn?article_id=0003829312&office_id=421&mode=mainnews&type=&date=2019-02-12&page=1,1.0
595,595,2019-02-12 18:08,인프라 투자 확대  관련주 수혜,양국 모두 도로나 건설 등에도 투자할 예정이지만 차 산업혁명과 관련된 에도 투자를 아끼지 않을 것으로 예상돼서다일 증권업계에 따르면 도널드 트럼프 미국 대통령의 공약 중 하나였던 대규모 인프라 투자가 올해 내로 진행될 가능성이 높은 것으로 예상된다김병연 투자증권 연구원은 트럼프 대통령의 지난해와 올해 의회 연두교서에서 미국 인프라 투자 관련 언급을 보면 미묘한 차이가 있다며 양당의 원론적인 합의가 이루어진 듯한 발언으로 인프라 투자에 대한 방법도 미래의 첨단 산업에 대한 투자와 연계된 듯하다고 분석했다,https://finance.naver.com/news/news_read.nhn?article_id=0004176102&office_id=014&mode=mainnews&type=&date=2019-02-12&page=1,1.0
596,596,2019-02-12 18:08,올들어  잇따라 흥행 공모주시장 봄날오나,연초  시장에 진입한 공모기업들이 잇따라 수요예측 흥행에 성공하며 공모주 투자심리 회복에 긍정적인 변화가 나타나고 있어서다일  업계에 따르면 지난 월 수요예측을 진행한 개 기업 중 개사가 희망 공모가 밴드 상단 이상으로 가격이 결정됐다 올해 첫 수요예측을 진행한  핀테크 기업 웹케시는 금융  사업을 줄이는 과정에서 년에 일시적 외형 정체가 있었다,https://finance.naver.com/news/news_read.nhn?article_id=0004176101&office_id=014&mode=mainnews&type=&date=2019-02-12&page=1,1.0
597,597,2019-02-12 18:04,승승장구 폴더블폰 관련 기세 이어갈까,코오롱 등 주가 상승세필름 판매 증가 여부가 관건  모바일한경 구독신청  한국경제    무단전재 및 재배포 금지,https://finance.naver.com/news/news_read.nhn?article_id=0004092113&office_id=015&mode=mainnews&type=&date=2019-02-12&page=1,1.0
598,598,2019-02-12 17:54,형님에 관심 쏠린 사이슬그머니 오른 기아,장중 년 최고가 이틀째 경신올 들어 기관 쌍끌이 매수업황 부진 속 안정적 실적 올려텔루라이드쏘울 등  신차 기대월 인도공장 가동 부진 만회실적대비 주가도 현대보다 매력  모바일한경 구독신청  한국경제    무단전재 및 재배포 금지,https://finance.naver.com/news/news_read.nhn?article_id=0004092094&office_id=015&mode=mainnews&type=&date=2019-02-12&page=1,1.0
599,599,2019-02-12 17:48,등 곳 출사표롯데캐피탈 흥행예감,롯데카드 인수전에 참여한 한화는 이번 인수전에는 불참한 것으로 알려졌다 롯데카드 인수전에 참여한 외국계 오릭스도 이날 롯데캐피탈 예비입찰에 이름을 올린 것으로 전해졌다 롯데카드 인수전에 참여한  는 예비입찰에 참여하지 않았다업계에 따르면 롯데 금융계열 사 인수전에 모두 참여한 후보자는 파트너스 한앤컴퍼니 두 곳이다,https://finance.naver.com/news/news_read.nhn?article_id=0004303186&office_id=009&mode=mainnews&type=&date=2019-02-12&page=1,1.0
600,600,2019-02-12 17:35,긴축 멈췄는데달러 가치 이상 강세,글로벌 경기 둔화 불안감 확산안전자산 투자 수요 몰려거래일 연속 상승세  모바일한경 구독신청  한국경제    무단전재 및 재배포 금지,https://finance.naver.com/news/news_read.nhn?article_id=0004092036&office_id=015&mode=mainnews&type=&date=2019-02-12&page=1,1.0
601,601,2019-02-12 17:23,무역협상셧다운 해소 기대  급등,토픽스지수 또한  오른 에 장을 마감했다니혼게이자이신문은 미국 연방정부 셧다운 미국과 중국 간 무역협상에 따른 불확실성 해소에 힘입어 투자 심리가 개선됐다고 전했다 모건스탠리는 중국 주식의  벤치마크 지수 포함으로 올해 최대 억달러의 외국인 자금이 중국 증시에 유입될 수 있다고 내다봤다한편 홍콩 항셍지수는 전거래일보다  오른 만에 대만 자취엔지수는  오른 만에 장을 마감했다김수현 인턴기자,https://finance.naver.com/news/news_read.nhn?article_id=0004173010&office_id=008&mode=mainnews&type=&date=2019-02-12&page=1,1.0
602,602,2019-02-12 16:32,달러위안 환율 따라소폭 상승한 원화 가치,일 서울외환시장에서 원달러 환율 변동 추이 자료마켓포인트종합 경제정보 미디어 이데일리  무단전재  재배포 금지,https://finance.naver.com/news/news_read.nhn?article_id=0004309206&office_id=018&mode=mainnews&type=&date=2019-02-12&page=1,-1.0
603,603,2019-02-12 16:11,셧다운 우려 해소에 코스피 선 회복,임종철 디자인기자 임종철 디자인기자 화학은 약보합 마감했다이날 코스피 시장에서 개 종목이 상한가를 기록했다 개 종목이 올랐고 개 종목이 떨어졌다 반도체와 비금속이 대 올랐고 컴퓨터서비스 종이목재 화학 금속 등이 강보합했다 셀트리온헬스케어 스튜디오드래곤은 약보합 마감했다이날 코스닥 시장에서 상한가 개 종목을 비롯해 개 종목이 올랐다 개는 하락했고 개 종목은 하한가를 기록했다한편 서울 외환시장에서 원달러 환율은 원 내린 원에 마감했다박보희 기자,https://finance.naver.com/news/news_read.nhn?article_id=0004172925&office_id=008&mode=mainnews&type=&date=2019-02-12&page=1,1.0
604,604,2019-02-12 16:05,셧다운 우려 완화에 한숨 돌린 코스피소폭 상승 마감,지수는 전날보다 포인트 오른 에서 출발해 갈피를 못잡다가 오후 들어 우상향으로 방향을 잡았다백악관이 미중 무역협상 기한으로 설정했던 기한을 연기하고 월 중순 미중 정상회담 가능성을 점검하고 있다는 소식이 전해지면서 우려를 완화시켰다 지수는 전장보다 포인트 오른 로 출발했으나 약세로 전환했다 반면 외국인과 기관은 각각 억원 억원을 순매도했다증시가 방향성을 잃은 가운데 개별 이벤트에 주가가 크게 흔들리는 모습을 보였다,https://finance.naver.com/news/news_read.nhn?article_id=0000426660&office_id=366&mode=mainnews&type=&date=2019-02-12&page=1,1.0
605,605,2019-02-12 11:37,전방산업 불어닥친 한파에얼어붙은 부품,삼성전자와 애플 등  세트 업체들의 수급선 다변화와 원가 절감 등 시장 축소의 후폭풍이 몰아 닥치면서 부품업체는 상대적으로 더 어려운 고비를 지나고 있다상장사들의 지난해 분기와 연간 실적이 속속 발표되면서  부품업체나 반도체디스플레이 장비소재업체가 대부분인 이들 업체 중 영업이익이 줄거나 적자로 전환되는 경우가 속출하고 있다카메라 모듈을 생산 삼성전자 갤럭시 모델에 공급하는 자화전자는 스마트폰의 후면 트리플 카메라 탑재가 보편화되면서 신제품 발표를 전후해 이노텍과 함께 대표적인 수혜주로 떠올랐다,https://finance.naver.com/news/news_read.nhn?article_id=0001497923&office_id=016&mode=mainnews&type=&date=2019-02-12&page=1,-1.0
606,606,2019-02-12 11:37,대형 에 뒤따르는 공매도 급증 왜,넥슨 인수 참여를 선언한 지난달 일 이전 일평균 만주 수준이였던 공매도 거래량이 지난 일에는 만주까지 급증했다넷마블의 최근 실적이 정체된 상황에서 넥슨 인수에 다른 단기적인 자금부담은 주가하락 압력으로 작용할 수 있기 때문이다현대중공업그룹의 대우조선해양 인수 발표 때도 비슷한 양상이 펼쳐졌다 지난달 일 대우조선해양의 공매도 거래대금은 억만원으로 사상 최대치를 기록했다,https://finance.naver.com/news/news_read.nhn?article_id=0001497921&office_id=016&mode=mainnews&type=&date=2019-02-12&page=1,-1.0
607,607,2019-02-12 11:36,신작효과에  판호발급 기대감 펄어비스 등 중형게임주 매력 발산,상반기 안에는 검은사막 모바일이 일본과 북미유럽 지역에 순차적으로 상륙할 예정이다윤을정 신영증권 연구원은 일본은 검은사막 온라인이 이미 서비스되고 있는 지역으로 최근 모바일 시장에서 한국형 다중접속역할수행게임이 흥행몰이 중이라며  검은사막 모바일도 기대가 크다고 분석했다투자증권에 따르면 웹젠은 지난해 배 수준인 이 올해와 내년에는 배 초반으로 낮아질 것으로 전망된다,https://finance.naver.com/news/news_read.nhn?article_id=0001497916&office_id=016&mode=mainnews&type=&date=2019-02-12&page=1,1.0
608,608,2019-02-12 11:05,실적에 웃고 신작에 우는 엔씨소프트 주가,헤럴드경제강승연 기자엔씨소프트가 지난해 실적 방어에도 불구하고 신작 출시가 늦어질 수 있다는 소식에 주가가 급락하며 롤러코스터 장세를 보이고 있다일 실적발표 이후 유가증권시장에서 엔씨소프트 주가는 장중 한때 전날보다 만원 내린 만원까지 떨어지기도 했다 금융정보업체 에프앤가이드에 따르면 증권사들은 엔씨소프트의 목표주가를 지난해 말 만원에서 이달 일 현재 만원으로 높여 잡고 있다,https://finance.naver.com/news/news_read.nhn?article_id=0001497822&office_id=016&mode=mainnews&type=&date=2019-02-12&page=1,0.0
610,610,2019-02-12 8:36,증시 관망세 지속규제 샌드박스 영향 주목,미중 무역협상 마감기한을 유예하고 다음달 정상회담을 가능성이 제기되는 점은 우리 증시에 긍정적이지만 영향은 크지 않을 것으로 보인다앞으로 당분간 종목별 장세가 펼쳐질 것으로 예상되는 가운데 정부에서 처음 내놓은 규제 샌드박스 호와 관련한 수혜주를 찾는 움직임도 나타나고 있다 다우존스산업지수는 전일대비  내린 만로 장을 마쳤다,https://finance.naver.com/news/news_read.nhn?article_id=0004172521&office_id=008&mode=mainnews&type=&date=2019-02-12&page=1,1.0
611,611,2019-02-12 8:11,무역협상 눈치싸움 돌입그걸 지켜보는,그러나 중국 정부는 제조  정책을 약화 시키려고 하고 있다고 반발 하고 있어 최종적인 합의는 쉽지 않다는 분석이 나오고 있다백악관에서 월일 데드라인 연기와  월 중순 미중 정상회담 가능성을 점검하고 있다는 소식이 나오는 등 낙관론이 일부 유입된 점은 한국 증시에 긍정적이다,https://finance.naver.com/news/news_read.nhn?article_id=0004410329&office_id=277&mode=mainnews&type=&date=2019-02-12&page=1,0.0
612,612,2019-02-12 7:06,미중 무역협상 주시 속 혼조,뉴욕증권거래소 내부 뉴욕증권거래소 내부미국 뉴욕증시의 주요 지수는 일 미국과 중국의 무역협상을 주시하면서 혼조세로 마감했다다우존스산업평균지수는 이날 뉴욕증권거래소에서 포인트 하락한 에 거래를 마쳤다반면 스탠더드앤드푸어스  지수는 포인트 상승한 에 기술주 중심의 나스닥 지수는 포인트 오른 에 장을 마감했다시장 참가자들은 미중 무역협상 소식에 촉각을 곤두세웠다 영국 런던 증시의   지수는  상승한 로 장을 마쳤다,https://finance.naver.com/news/news_read.nhn?article_id=0003503093&office_id=011&mode=mainnews&type=&date=2019-02-12&page=1,0.0
614,614,2019-02-13 23:44,상승 출발무역협상 낙관금리 전망 불변,뉴욕증권거래소  뉴스 뉴욕증권거래소  뉴스 김정한 기자  일 뉴욕증시 대 지수가 소폭 상승으로 출발했다 투자자들이 미중 무역회담에서 합의가 도출될 가능성과 미국의 소비자물가가 거의 변화가 없는 것으로 밝혀짐에 따라 금리 전망에도 거의 변화가 없을 것이라는 점에 주목하고 있는 것으로 보인다로이터통신에 따르면 개장 직후 다우존스산업평균지수는  상승한 만을 기록 중이다,https://finance.naver.com/news/news_read.nhn?article_id=0003831310&office_id=421&mode=mainnews&type=&date=2019-02-13&page=1,1.0
615,615,2019-02-13 17:39,무역협상 기대 증시 선 회복,도널드 트럼프 미국 대통령이 중국과 무역협상에 대해 긍정적인 반응을 내놓으면서 중국증시는 여일 만에 선을 회복했다이날 중국 상하이종합지수는 전장 대비  상승한 로 장을 마감했다 스티븐 므누신 미 재무장관과 로버트 라이트하이저 미 무역대표부 대표는 일 베이징에서 중국 측 협상단과 만난다일본 증시도 상승 마감했다 이날 닛케이지수는 전장 대비  오른 만에 토픽스지수는  상승한 에 장을 마쳤다,https://finance.naver.com/news/news_read.nhn?article_id=0004173661&office_id=008&mode=mainnews&type=&date=2019-02-13&page=1,1.0
616,616,2019-02-13 17:09,미중 무역협상 기대감원화 강세,일 서울외환시장에서 원달러 환율 변동 추이 자료마켓포인트종합 경제정보 미디어 이데일리  무단전재  재배포 금지,https://finance.naver.com/news/news_read.nhn?article_id=0004310148&office_id=018&mode=mainnews&type=&date=2019-02-13&page=1,-1.0
617,617,2019-02-13 16:46,내일 월 옵션 만기일경계감 강화해야,옵션 만기일을 앞두고 선제적으로 정리에 나선 것으로 분석된다최근 글로벌 주요 이벤트에 대한 관망 심리로 주식 수급이 위축된 만큼 매물 폭탄을 맞을 경우 충격은 적지 않을 것으로 보인다여기에 미국과 중국의 주요 경제 지표 발표는 변동성에 직간접적인 트리거로 작용할 전망이다김유겸 케이프투자증권 연구원은 옵션 만기일에 미국의 월 소비자물가와 월 소매판매 및 산업생산 등 미국의 주요 경제지표 발표가 집중돼 있다는 점이 부담으로 작용할 것이라며 이들 경제지표는 의 정책 결정에 가장 중요한 참고지표인 만큼 결과에 따라 시장 변동성이 확대될 가능성을 고려해야 한다고 강조했다중국도 월 수출입 지표를 발표한다,https://finance.naver.com/news/news_read.nhn?article_id=0004173583&office_id=008&mode=mainnews&type=&date=2019-02-13&page=1,0.0
618,618,2019-02-13 16:40,선 회복한 코스피더 뜨거웠던 코스닥,전문가들은 미국과 중국의 차관급 무역협상 결과를 주목해야 한다고 조언했다일 코스피지수는 전날보다  오른 에 장을 마쳤다 코스닥시장에서는 외국인과 기관이 각각 억원 억원 매수 우위를 나타냈다 김지윤 대신증권 연구원은 삼성전자의 반도체 설비투자 관련 보도가 장비주들의 강세를 이끈 것으로 보인다고 했다등이 크게 올랐다전문가들은 미중 차관급 무역협상 결과에 따른 글로벌 증시의 움직임을 예의주시할 필요가 있다고 말했다,https://finance.naver.com/news/news_read.nhn?article_id=0000426802&office_id=366&mode=mainnews&type=&date=2019-02-13&page=1,1.0
